"STUID","State","District","Gender","Age","Category","Same.language","Siblings","Handicap","Father.edu","Mother.edu","Father.occupation","Mother.occupation","Below.poverty","Use.calculator","Use.computer","Use.Internet","Use.dictionary","Read.other.books","X..Books","Distance","Computer.use","Library.use","Like.school","Subjects","Give.Lang.HW","Give.Math.HW","Give.Scie.HW","Give.SoSc.HW","Correct.Lang.HW","Correct.Math.HW","Correct.Scie.HW","Correct.SocS.HW","Help.in.Study","Private.tuition","English.is.difficult","Read.English","Dictionary.to.learn","Answer.English.WB","Answer.English.aloud","Maths.is.difficult","Solve.Maths","Solve.Maths.in.groups","Draw.geometry","Explain.answers","SocSci.is.difficult","Historical.excursions","Participate.in.SocSci","Small.groups.in.SocSci","Express.SocSci.views","Science.is.difficult","Observe.experiments","Conduct.experiments","Solve.science.problems","Express.science.views","Watch.TV","Read.magazine","Read.a.book","Play.games","Help.in.household","Maths..","Reading..","Science..","Social.."
26111185028,"Maharashtra",11,"Boy","15 years",2,1,"4+ siblings","No","Primary","Illiterate","Unemployed","Unemployed","","Yes","No","No","Yes","","No books","Up to 1 km","Never use","Never use","Yes","Language","3-4 times a week","1-2 times a week","Everyday","3-4 times a week","1-2 times a week","1-2 times a week","3-4 times a week","1-2 times a week","Yes","No","Disagree","No","Disagree","Agree","Disagree","Neither","Neither","Agree","Agree","Agree","Disagree","Agree","Disagree","Disagree","Disagree","Neither","Agree","Agree","Disagree","Neither","Every day","Once a month","Never","Once a week","Every day",25.42,NA,32.73,NA
26111185029,"Maharashtra",11,"Boy","14 years",2,1,"Single child","No","Illiterate","","Teacher/Lecturer","Unemployed","","","","","","","","Up to 1 km","Never use","Never use","Yes","Mathematics","3-4 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","No","No","Disagree","No","Disagree","Agree","Agree","Neither","Neither","Agree","Agree","Agree","Neither","Agree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Disagree","Every day","Once a week","Never","Once a week","Never",25.42,NA,29.09,NA
26111185030,"Maharashtra",11,"Boy","13 years",2,1,"3 siblings","No","Illiterate","Illiterate","Unemployed","","Yes","Yes","No","No","No","Yes","1-10 books","Up to 1 km","Never use","Once in a week","Yes","Social Science","Everyday","1-2 times a week","Everyday","3-4 times a week","1-2 times a week","1-2 times a week","Everyday","1-2 times a week","Yes","Yes","Disagree","No","Disagree","Agree","Agree","Neither","Neither","Neither","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Every day","Once a week","Every day","Every day","Every day",23.73,NA,18.18,NA
26111185031,"Maharashtra",11,"Boy","13 years",4,1,"1 sibling","No","Secondary","Secondary","Unemployed","Unemployed","","Yes","No","No","No","No","","1-3 km","Once in month","Never use","Yes","Language","3-4 times a week","1-2 times a week","Everyday","3-4 times a week","1-2 times a week","1-2 times a week","3-4 times a week","1-2 times a week","Yes","No","Disagree","No","Disagree","Agree","Agree","Neither","Neither","Neither","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Disagree","Every day","Never","Once a month","Every day","Every day",45.61,NA,41.82,NA
26111185032,"Maharashtra",11,"Boy","13 years",4,1,"2 siblings","No","Illiterate","Illiterate","Unemployed","Unemployed","Yes","Yes","No","No","No","Yes","1-10 books","1-3 km","Once in month","Never use","Yes","Mathematics","3-4 times a week","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","1-2 times a week","Everyday","1-2 times a week","No","Yes","Disagree","No","Disagree","Agree","Agree","Agree","Neither","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Disagree","Every day","Never","Every day","Every day","Every day",43.86,NA,29.09,NA
26111185033,"Maharashtra",11,"Boy","14 years",3,1,"1 sibling","No","Illiterate","Illiterate","","Labourer","Yes","","","","","No","No books","1-3 km","Once in month","Once or twice in a month","Yes","Language","3-4 times a week","1-2 times a week","Everyday","3-4 times a week","1-2 times a week","1-2 times a week","Everyday","1-2 times a week","No","Yes","Disagree","No","Disagree","Agree","Agree","Neither","Neither","Neither","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Disagree","Every day","Once a week","Never","Once a month","Every day",70.18,NA,67.27,NA
26111185034,"Maharashtra",11,"Boy","12 years",4,1,"1 sibling","No","Primary","Primary","Farmer","","","Yes","No","No","Yes","Yes","1-10 books","1-3 km","Once in a week","Never use","Yes","Language","3-4 times a week","1-2 times a week","Everyday","3-4 times a week","1-2 times a week","1-2 times a week","3-4 times a week","1-2 times a week","No","No","Disagree","No","Disagree","Agree","Agree","Disagree","Neither","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Every day","Once a week","Once a week","Every day","Once a week",71.93,NA,65.45,NA
26111185035,"Maharashtra",11,"Boy","15 years",3,1,"1 sibling","No","Illiterate","Primary","","Farmer","Yes","","","","","","1-10 books","Up to 1 km","Once in month","Once in a week","Yes","Mathematics","3-4 times a week","1-2 times a week","Everyday","3-4 times a week","1-2 times a week","1-2 times a week","3-4 times a week","1-2 times a week","No","No","Disagree","No","Disagree","Agree","Agree","Neither","Neither","Disagree","Agree","Agree","Disagree","Agree","Agree","Neither","Disagree","Neither","Agree","Disagree","Disagree","Disagree","Every day","Once a week","Never","Every day","Every day",64.91,NA,43.64,NA
26111185036,"Maharashtra",11,"Boy","13 years",4,1,"Single child","No","Illiterate","Illiterate","Unemployed","Unemployed","","Yes","No","No","Yes","Yes","1-10 books","1-3 km","Once in month","Once in a week","Yes","Mathematics","3-4 times a week","1-2 times a week","Everyday","3-4 times a week","1-2 times a week","1-2 times a week","Never","1-2 times a week","No","Yes","Disagree","No","Disagree","Agree","Agree","Agree","Neither","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Disagree","Every day","Once a week","Once a week","Every day","Every day",71.93,NA,43.64,NA
26111185037,"Maharashtra",11,"Boy","13 years",2,1,"2 siblings","No","Primary","Illiterate","","","Yes","Yes","No","No","No","No","","Up to 1 km","Once in month","Once in a week","Yes","Language","3-4 times a week","1-2 times a week","Everyday","3-4 times a week","1-2 times a week","1-2 times a week","3-4 times a week","1-2 times a week","No","Yes","Disagree","No","Disagree","Agree","Agree","Agree","Neither","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Disagree","Every day","Once a month","Once a week","Every day","Once a week",68.42,NA,38.18,NA
26111185038,"Maharashtra",11,"Boy","13 years",2,1,"3 siblings","No","Illiterate","Illiterate","Unemployed","","","Yes","No","No","No","Yes","1-10 books","Up to 1 km","Once in month","Once or twice in a month","Yes","Mathematics","","","","","3-4 times a week","1-2 times a week","1-2 times a week","3-4 times a week","No","Yes","Disagree","No","Agree","Agree","Agree","Agree","Neither","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Neither","Neither","Agree","Disagree","Disagree","Every day","Once a week","Once a week","Every day","Never",56.14,NA,29.09,NA
26111185039,"Maharashtra",11,"Boy","13 years",3,1,"1 sibling","No","Primary","Primary","Labourer","","No","Yes","No","No","No","No","","Up to 1 km","Never use","Never use","No","Language","3-4 times a week","1-2 times a week","Everyday","3-4 times a week","1-2 times a week","1-2 times a week","3-4 times a week","1-2 times a week","Yes","Yes","Disagree","No","Disagree","Agree","Agree","Disagree","Neither","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Disagree","Every day","Never","Once a month","Every day","Never",NA,NA,NA,30.61
26111185039,"Maharashtra",11,"Boy","13 years",3,1,"1 sibling","No","Primary","Primary","Labourer","","No","Yes","No","No","No","No","","Up to 1 km","Never use","Never use","No","Language","3-4 times a week","1-2 times a week","Everyday","3-4 times a week","1-2 times a week","1-2 times a week","3-4 times a week","1-2 times a week","Yes","Yes","Disagree","No","Disagree","Agree","Agree","Disagree","Neither","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Disagree","Every day","Never","Once a month","Every day","Never",NA,NA,NA,22.45
26111185040,"Maharashtra",11,"Boy","13 years",2,1,"1 sibling","No","Illiterate","Illiterate","","Farmer","Yes","","","","","","1-10 books","1-3 km","Once in month","Once or twice in a month","Yes","Language","3-4 times a week","1-2 times a week","Everyday","3-4 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","No","No","Disagree","No","Disagree","Agree","Agree","Neither","Neither","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Disagree","Every day","Never","Never","Every day","Every day",NA,NA,NA,32.65
26111185040,"Maharashtra",11,"Boy","13 years",2,1,"1 sibling","No","Illiterate","Illiterate","","Farmer","Yes","","","","","","1-10 books","1-3 km","Once in month","Once or twice in a month","Yes","Language","3-4 times a week","1-2 times a week","Everyday","3-4 times a week","1-2 times a week","1-2 times a week","1-2 times a week","1-2 times a week","No","No","Disagree","No","Disagree","Agree","Agree","Neither","Neither","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Disagree","Every day","Never","Never","Every day","Every day",NA,NA,NA,22.45
26111187001,"Maharashtra",11,"Girl","15 years",3,1,"1 sibling","No","Primary","Primary","Labourer","Labourer","","Yes","No","No","Yes","Yes","1-10 books","Up to 1 km","Never use","Once or twice in a month","Yes","Language","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Neither","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Once a week","Every day","Every day",83.05,83.33,NA,NA
26111187002,"Maharashtra",11,"Girl","13 years",3,1,"1 sibling","No","Primary","Primary","Farmer","Farmer","","Yes","No","No","Yes","Yes","1-10 books","3-5 km","Never use","Once or twice in a month","Yes","Language","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Neither","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Once a week","Every day","Every day",64.91,62.07,NA,NA
26111187003,"Maharashtra",11,"Girl","16+ years",3,1,"2 siblings","No","Primary","Illiterate","","","","No","No","No","Yes","Yes","1-10 books","Up to 1 km","Never use","Once or twice in a month","Yes","Language","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Neither","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Once a week","Every day","Every day",NA,NA,63.64,53.06
26111187004,"Maharashtra",11,"Girl","14 years",3,1,"2 siblings","No","Illiterate","Illiterate","Farmer","","Yes","","","","","Yes","1-10 books","Up to 1 km","Never use","Once or twice in a month","Yes","Language","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Once a week","Every day","Every day",NA,NA,70.91,44.9
26111187005,"Maharashtra",11,"Girl","13 years",3,1,"2 siblings","No","Illiterate","Illiterate","Skilled Worker","","Yes","","","","","Yes","1-10 books","Up to 1 km","Never use","Once or twice in a month","Yes","Language","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Once a week","Every day","Every day",79.66,83.33,NA,NA
26111187006,"Maharashtra",11,"Girl","",3,1,"Single child","No","Primary","Primary","Farmer","Farmer","","Yes","No","No","Yes","Yes","1-10 books","","Never use","Once or twice in a month","Yes","Language","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Once a week","Every day","Every day",78.95,86.21,NA,NA
26111187007,"Maharashtra",11,"Girl","14 years",3,1,"3 siblings","No","Primary","Primary","Labourer","Labourer","","Yes","No","No","No","Yes","1-10 books","Up to 1 km","Never use","Once or twice in a month","Yes","Language","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Once a week","Every day","Every day",NA,NA,76.36,59.18
26111187008,"Maharashtra",11,"Girl","15 years",3,1,"4+ siblings","No","Primary","Primary","","Labourer","","","","","","Yes","1-10 books","Up to 1 km","Never use","Once or twice in a month","Yes","Language","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Once a week","Every day","Every day",NA,NA,72.73,55.1
26111187009,"Maharashtra",11,"Girl","13 years",3,1,"1 sibling","No","Primary","Primary","Business","Business","","No","No","No","Yes","Yes","1-10 books","Up to 1 km","Never use","Once or twice in a month","Yes","Mathematics","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Once a week","Every day","Every day",83.05,80,NA,NA
26111187010,"Maharashtra",11,"Girl","14 years",3,1,"3 siblings","No","Illiterate","Illiterate","","Labourer","Yes","","","","","Yes","1-10 books","Up to 1 km","Never use","Once or twice in a month","Yes","Language","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Once a week","Every day","Every day",77.19,75.86,NA,NA
26111187011,"Maharashtra",11,"Girl","13 years",3,1,"1 sibling","No","Illiterate","Illiterate","Labourer","","Yes","","","","","Yes","1-10 books","3-5 km","Never use","Once or twice in a month","Yes","Language","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Every day","Once a week","Every day",NA,23.33,74.55,NA
26111187012,"Maharashtra",11,"Boy","14 years",4,1,"1 sibling","No","Primary","Primary","Farmer","","","Yes","No","No","No","Yes","1-10 books","Up to 1 km","Never use","Once or twice in a month","Yes","Language","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Every day","Every day","Once a week","Every day","Every day",NA,NA,80,67.35
26111187013,"Maharashtra",11,"Boy","13 years",3,1,"2 siblings","No","Primary","Primary","Farmer","Farmer","","Yes","No","No","Yes","Yes","1-10 books","Up to 1 km","Never use","Once or twice in a month","Yes","Language","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Every day","Every day","Once a month","Every day","Every day",83.05,83.33,NA,NA
26111187014,"Maharashtra",11,"Boy","15 years",3,1,"1 sibling","No","Primary","Primary","","","","","","","","Yes","","Up to 1 km","Never use","Once or twice in a month","Yes","Social Science","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Once a week","Every day","Every day",61.4,62.07,NA,NA
26111187015,"Maharashtra",11,"Boy","13 years",3,1,"1 sibling","No","Primary","Primary","Skilled Worker","","Yes","No","No","No","Yes","Yes","1-10 books","Up to 1 km","Never use","Once or twice in a month","Yes","Social Science","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Once a week","Every day","Every day",NA,NA,78.18,53.06
26111187017,"Maharashtra",11,"Boy","13 years",3,1,"2 siblings","No","Primary","Primary","Farmer","","","","","","","Yes","1-10 books","Up to 1 km","Never use","Once or twice in a month","Yes","Social Science","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Every day","Once a week","Once a month","Every day","Every day",NA,NA,72.73,61.22
26111187018,"Maharashtra",11,"Boy","14 years",3,1,"1 sibling","","Primary","Primary","","","","No","No","No","Yes","Yes","1-10 books","Up to 1 km","Once in month","Never use","Yes","Language","1-2 times a week","Everyday","Never","3-4 times a week","3-4 times a week","3-4 times a week","Never","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Neither","Agree","Agree","Neither","Disagree","Agree","Agree","Agree","Agree","","Agree","Agree","","Agree","Every day","Every day","Every day","Every day","Every day",77.97,36.67,NA,NA
26111187019,"Maharashtra",11,"Boy","13 years",3,1,"1 sibling","No","Secondary","Secondary","","","Yes","","","","","Yes","1-10 books","Up to 1 km","Never use","Once in a week","","Science","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Once a week","Every day","Every day","Every day",71.93,86.21,NA,NA
26111187020,"Maharashtra",11,"Boy","15 years",3,1,"2 siblings","No","Primary","Primary","Farmer","Farmer","","","","","","","No books","Up to 1 km","Never use","Once or twice in a month","Yes","Science","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Every day","Never","Once a week","Every day","Every day",NA,NA,78.18,53.06
26111187021,"Maharashtra",11,"Boy","14 years",3,1,"3 siblings","No","Secondary","Secondary","Farmer","Labourer","","","","","","","No books","","Never use","Once or twice in a month","Yes","Science","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Once a week","Every day","Every day",NA,NA,80,42.86
26111187022,"Maharashtra",11,"Boy","14 years",3,1,"1 sibling","No","Primary","Primary","","","","","","","","Yes","1-10 books","1-3 km","Never use","Once or twice in a month","Yes","Science","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Once a week","Every day","Every day",76.27,50,NA,NA
26111187023,"Maharashtra",11,"Boy","14 years",3,1,"1 sibling","No","Primary","Primary","Business","","","Yes","Yes","Yes","Yes","Yes","1-10 books","Up to 1 km","Never use","Once or twice in a month","Yes","Science","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Once a week","Every day","Every day",80.7,82.76,NA,NA
26111187024,"Maharashtra",11,"Boy","13 years",3,1,"1 sibling","No","Primary","Primary","Skilled Worker","","Yes","Yes","No","Yes","No","Yes","1-10 books","Up to 1 km","Never use","Once or twice in a month","Yes","Social Science","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Once a week","Every day","Every day",NA,NA,80,48.98
26111187025,"Maharashtra",11,"Boy","14 years",3,1,"2 siblings","No","Primary","Primary","","","","","","","","Yes","1-10 books","Up to 1 km","Never use","Once or twice in a month","Yes","Social Science","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Once a week","Every day","Every day",NA,NA,76.36,59.18
26111187026,"Maharashtra",11,"Boy","16+ years",3,1,"1 sibling","No","Primary","Primary","","","","","","","","Yes","","Up to 1 km","Never use","Once or twice in a month","Yes","Social Science","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Once a week","Every day","Every day",67.8,80,NA,NA
26111187027,"Maharashtra",11,"Boy","14 years",3,1,"1 sibling","No","Primary","Primary","Skilled Worker","","","No","No","No","Yes","Yes","1-10 books","Up to 1 km","Never use","Once or twice in a month","Yes","Language","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Once a week","Every day","Every day",80.7,82.76,NA,NA
26111187028,"Maharashtra",11,"Boy","13 years",4,1,"1 sibling","No","Primary","Primary","Farmer","Farmer","No","","","","","Yes","1-10 books","1-3 km","Never use","Once or twice in a month","Yes","Social Science","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Once a week","Every day","Every day",NA,NA,72.73,53.06
26111187029,"Maharashtra",11,"Boy","13 years",3,1,"1 sibling","No","","","Labourer","","Yes","","","","","No","No books","1-3 km","Never use","Once or twice in a month","Yes","Language","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","Everyday","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Every day","Never","Once a month","Every day","Every day",NA,NA,76.36,46.94
26111187030,"Maharashtra",11,"Boy","13 years",3,1,"2 siblings","No","Primary","Primary","Labourer","","Yes","","","","","Yes","1-10 books","Up to 1 km","Never use","Once or twice in a month","Yes","Language","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Never","Once a month","Every day","Every day",77.97,70,NA,NA
26111187031,"Maharashtra",11,"Boy","15 years",3,1,"2 siblings","No","Primary","","Labourer","","Yes","","","","","No","No books","Up to 1 km","Never use","Once or twice in a month","","Social Science","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Every day","Once a week","Once a week","Every day","Every day",77.19,82.76,NA,NA
26111187032,"Maharashtra",11,"Boy","14 years",3,1,"4+ siblings","No","Secondary","Primary","Farmer","Unemployed","","","","","","No","No books","3-5 km","Never use","Once or twice in a month","Yes","Science","1-2 times a week","3-4 times a week","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","3-4 times a week","1-2 times a week","Yes","No","Agree","yes","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Once a week","Every day","Every day",NA,NA,74.55,53.06
26111187033,"Maharashtra",11,"Boy","14 years",1,1,"2 siblings","No","Primary","","Farmer","","Yes","","","","","No","No books","1-3 km","Never use","Once or twice in a month","Yes","Mathematics","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Every day","Once a week","Once a week","Every day","Every day",NA,NA,83.64,42.86
26111187034,"Maharashtra",11,"Boy","14 years",3,1,"2 siblings","No","","","Labourer","","Yes","","","","","","No books","3-5 km","Never use","Once or twice in a month","Yes","Mathematics","1-2 times a week","Everyday","3-4 times a week","3-4 times a week","1-2 times a week","3-4 times a week","1-2 times a week","1-2 times a week","Yes","No","Disagree","No","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Every day","Every day","Every day","Every day","Every day",71.19,66.67,NA,NA
